DateAchat,CodeClient,NumeroCommande,NumeroLigneProduit,CodeProduit,IDMagasin,PrixVenteTTCHorsRemise,PrixVenteTTCAvecRemise,Quantite,Montant,Heure,CodeVendeur
2020-03-18 00:00:00,2493221,584,1,70274,"10000",36.666667,36.666667,1,36.666667,1349.000000,28
2020-03-18 00:00:00,2525572,27342,1,29135,"10000",24.133333,24.133333,1,24.133333,1842.000000,27
2020-03-18 00:00:00,2570990,589,4,93186,"10000",10.533333,10.533333,1,10.533333,1406.000000,8
2020-03-18 00:00:00,2570990,589,5,93183,"10000",10.533333,10.533333,1,10.533333,1406.000000,8
2020-03-18 00:00:00,2593585,27266,1,90532,"10000",23.333333,23.333333,1,23.333333,1440.000000,27
2020-03-18 00:00:00,2654181,27232,2,93811,"10000",11.066667,11.066667,1,11.066667,1230.000000,8
2020-03-18 00:00:00,2654181,27232,3,118221,"10000",17.200000,17.200000,1,17.200000,1230.000000,8
2020-03-18 00:00:00,2654181,27232,4,113856,"10000",7.466667,7.466667,1,7.466667,1230.000000,8
2020-03-18 00:00:00,2665465,27263,1,98941,"10000",56.000000,49.333333,1,56.000000,1428.000000,9
2020-03-18 00:00:00,2688115,27312,1,31036,"10000",41.200000,41.200000,1,41.200000,1658.000000,27
2020-03-18 00:00:00,2696386,27272,1,14134,"10000",28.000000,14.666667,1,28.000000,1511.000000,27
2020-03-18 00:00:00,2764437,27278,1,58474,"10000",39.600000,39.600000,1,39.600000,1533.000000,27
2020-03-18 00:00:00,2764437,27278,2,114663,"10000",29.466667,29.466667,2,58.933333,1533.000000,27
2020-03-18 00:00:00,2764437,27278,3,114024,"10000",24.800000,24.800000,1,24.800000,1533.000000,27
2020-03-18 00:00:00,2808360,27235,1,26425,"10000",64.933333,64.933333,1,64.933333,1234.000000,8
2020-03-18 00:00:00,2808360,27235,2,87381,"10000",37.200000,37.200000,1,37.200000,1234.000000,8
2020-03-18 00:00:00,2808360,27235,3,73289,"10000",49.866667,49.866667,1,49.866667,1234.000000,8
2020-03-18 00:00:00,2808360,27235,5,26690,"10000",26.000000,26.000000,1,26.000000,1234.000000,8
2020-03-18 00:00:00,2841189,27252,1,12813,"10000",14.000000,14.000000,1,14.000000,1409.000000,15
2020-03-18 00:00:00,2841189,27252,6,74978,"10000",31.466667,31.466667,1,31.466667,1410.000000,15
2020-03-18 00:00:00,2882853,27302,1,96330,"10000",14.000000,14.000000,1,14.000000,1628.000000,15
2020-03-18 00:00:00,2920629,27315,1,76494,"10000",17.333333,15.600000,1,17.333333,1705.000000,8
2020-03-18 00:00:00,2951604,27337,1,68596,"10000",18.666667,18.666667,1,18.666667,1828.000000,27
2020-03-18 00:00:00,2971471,27242,1,101199,"10000",52.000000,52.000000,1,52.000000,1311.000000,8
2020-03-18 00:00:00,2988910,27314,1,73291,"10000",52.933333,46.266667,1,52.933333,1710.000000,8
2020-03-18 00:00:00,2991964,27332,1,57808,"10000",57.466667,46.240000,1,57.466667,1808.000000,3
2020-03-18 00:00:00,2997097,27299,1,89962,"10000",23.733333,23.733333,1,23.733333,1625.000000,15
2020-03-18 00:00:00,3011830,27286,1,39472,"10000",24.933333,22.280000,1,24.933333,1604.000000,15
2020-03-18 00:00:00,3011830,27286,2,59589,"10000",37.733333,33.720000,1,37.733333,1604.000000,15
2020-03-18 00:00:00,3192823,27229,1,113946,"10000",1.866667,1.866667,1,1.866667,1227.000000,8
2020-03-18 00:00:00,3196963,27251,1,61561,"10000",22.666667,22.666667,1,22.666667,1401.000000,15
2020-03-18 00:00:00,3196963,27251,2,104018,"10000",10.400000,10.400000,1,10.400000,1401.000000,15
2020-03-18 00:00:00,3254642,27308,2,113029,"10000",6.533333,5.880000,1,6.533333,1630.000000,27
2020-03-18 00:00:00,3254642,27308,3,113025,"10000",6.533333,5.880000,1,6.533333,1630.000000,27
2020-03-18 00:00:00,3254642,27308,5,94861,"10000",14.000000,12.600000,1,14.000000,1630.000000,27
2020-03-18 00:00:00,3254642,27308,6,90175,"10000",7.866667,7.080000,1,7.866667,1630.000000,27
2020-03-18 00:00:00,3254642,27308,8,113868,"10000",10.533333,9.480000,1,10.533333,1630.000000,27
2020-03-18 00:00:00,3313027,27222,1,21123,"10000",67.733333,54.400000,1,67.733333,1159.000000,9
2020-03-18 00:00:00,3321654,27309,2,100743,"10000",32.933333,32.933333,1,32.933333,1637.000000,27
2020-03-18 00:00:00,3350790,27260,1,84915,"10000",23.466667,23.466667,1,23.466667,1423.000000,3
2020-03-18 00:00:00,3350790,27260,2,69167,"10000",24.933333,24.933333,1,24.933333,1423.000000,3
2020-03-18 00:00:00,3557958,27284,1,118181,"10000",26.933333,24.240000,1,26.933333,1555.000000,27
2020-03-18 00:00:00,3583045,27225,1,48201,"10000",72.666667,72.666667,1,72.666667,1215.000000,8
2020-03-18 00:00:00,4115210,27281,1,29767,"10000",41.466667,41.466667,1,41.466667,1546.000000,13
2020-03-18 00:00:00,4255951,27269,1,98072,"10000",30.000000,30.000000,1,30.000000,1450.000000,27
2020-03-18 00:00:00,4255951,27269,2,21446,"10000",33.600000,33.600000,1,33.600000,1450.000000,27
2020-03-18 00:00:00,4355047,27279,2,104091,"10000",51.733333,51.733333,1,51.733333,1542.000000,10
2020-03-18 00:00:00,4355047,27279,4,100622,"10000",78.266667,78.266667,1,78.266667,1542.000000,10
2020-03-18 00:00:00,4579811,27236,1,72200,"10000",60.400000,60.400000,1,60.400000,1246.000000,28
2020-03-18 00:00:00,4667007,27316,1,14116,"10001",28.000000,28.000000,1,28.000000,1706.000000,8
2020-03-18 00:00:00,4693807,27257,1,73212,"10001",16.000000,16.000000,1,16.000000,1413.000000,15
2020-03-18 00:00:00,4819147,27209,1,90698,"10001",20.000000,20.000000,1,20.000000,1050.000000,8
2020-03-18 00:00:00,4837684,27219,1,111495,"10001",2.600000,2.600000,1,2.600000,1141.000000,8
2020-03-18 00:00:00,4912329,27340,1,114137,"10001",125.333333,112.000000,1,125.333333,1832.000000,9
2020-03-18 00:00:00,4919535,27237,1,65995,"10001",34.933333,34.933333,1,34.933333,1251.000000,28
2020-03-18 00:00:00,4919535,27237,3,71234,"10001",8.000000,8.000000,1,8.000000,1251.000000,28
2020-03-18 00:00:00,4938131,27241,1,90229,"10001",27.866667,27.866667,1,27.866667,1307.000000,8
2020-03-18 00:00:00,4938131,27241,2,76092,"10001",54.266667,54.266667,1,54.266667,1307.000000,8
2020-03-18 00:00:00,5178489,27215,1,65423,"10001",10.666667,10.666667,1,10.666667,1134.000000,8
2020-03-18 00:00:00,5178493,27280,1,109954,"10001",15.866667,15.866667,1,15.866667,1545.000000,27
2020-03-18 00:00:00,5178494,27282,1,17244,"10001",34.800000,34.800000,1,34.800000,1545.000000,27
2020-03-18 00:00:00,5178495,27283,1,114606,"10001",18.533333,18.533333,1,18.533333,1554.000000,27
2020-03-18 00:00:00,5178496,27293,1,114604,"10001",34.533333,34.533333,1,34.533333,1614.000000,27
2020-03-18 00:00:00,5178497,27301,2,93280,"10001",10.933333,10.933333,1,10.933333,1622.000000,27
2020-03-18 00:00:00,5178497,27301,4,118004,"10001",15.066667,15.066667,1,15.066667,1622.000000,27
2020-03-18 00:00:00,5178499,27328,1,28567,"10001",50.800000,50.800000,1,50.800000,1751.000000,28
2020-03-18 00:00:00,5178501,27344,1,110298,"10001",11.333333,11.333333,1,11.333333,1848.000000,27
2020-03-18 00:00:00,5309770,27322,1,60535,"10001",43.466667,43.466667,1,43.466667,1727.000000,28
2020-03-18 00:00:00,5643300,27296,2,56760,"10001",60.400000,60.400000,1,60.400000,1622.000000,15
2020-03-18 00:00:00,7034933,11796,2,119057,"10000",24.360000,24.360000,1,24.360000,1855.000000,2
2020-03-18 00:00:00,7057181,11604,1,123653,"10000",17.800000,17.800000,1,17.800000,1234.000000,2
2020-03-18 00:00:00,7057181,11604,2,125357,"10000",13.053333,13.053333,1,13.053333,1234.000000,2
2020-03-18 00:00:00,7057181,11604,3,129600,"10000",16.466667,16.466667,1,16.466667,1234.000000,2
2020-03-18 00:00:00,7057181,11604,4,121579,"10000",8.666667,8.666667,1,8.666667,1234.000000,2
2020-03-18 00:00:00,7057181,11604,5,123170,"10000",15.160000,15.160000,1,15.160000,1234.000000,2
2020-03-18 00:00:00,7057181,11604,6,122206,"10000",12.666667,12.666667,1,12.666667,1234.000000,2
2020-03-18 00:00:00,7057182,11603,1,75245,"10000",13.600000,13.600000,1,13.600000,1237.000000,3
2020-03-18 00:00:00,7057183,11565,1,130158,"10000",47.866667,47.866667,1,47.866667,1132.000000,10
2020-03-18 00:00:00,7057185,11542,2,69962,"10000",37.333333,37.333333,1,37.333333,1041.000000,3
2020-03-18 00:00:00,7057185,11542,4,129973,"10000",3.866667,3.866667,1,3.866667,1041.000000,3
2020-03-18 00:00:00,7057185,11542,5,115141,"10000",13.200000,13.200000,1,13.200000,1041.000000,3
2020-03-18 00:00:00,7057185,11542,6,129967,"10000",4.000000,4.000000,1,4.000000,1041.000000,3
2020-03-18 00:00:00,7057185,11542,7,114127,"10000",5.066667,5.066667,1,5.066667,1041.000000,3
2020-03-18 00:00:00,7057187,11533,1,130055,"10000",26.666667,26.666667,1,26.666667,1006.000000,13
2020-03-18 00:00:00,7057188,11529,1,128625,"10000",33.333333,33.333333,1,33.333333,956.000000,13
2020-03-18 00:00:00,7057188,11529,2,89595,"10000",26.533333,26.533333,1,26.533333,956.000000,13
2020-03-18 00:00:00,7057188,11529,4,132267,"10000",10.533333,10.533333,1,10.533333,956.000000,13
2020-03-18 00:00:00,7057188,11529,5,132265,"10000",10.533333,10.533333,1,10.533333,956.000000,13
2020-03-18 00:00:00,7057188,11529,6,121921,"10000",8.853333,8.853333,1,8.853333,956.000000,13
2020-03-18 00:00:00,7059968,11779,1,129810,"10000",63.333333,54.253333,1,63.333333,1848.000000,23
2020-03-18 00:00:00,7059968,11779,2,100813,"10000",13.200000,11.306667,1,13.200000,1848.000000,23
2020-03-18 00:00:00,7059968,11779,3,130560,"10000",16.533333,14.173333,1,16.533333,1848.000000,23
2020-03-18 00:00:00,7059970,11762,1,128667,"10000",37.333333,37.333333,1,37.333333,1805.000000,23
2020-03-18 00:00:00,7059973,11756,2,72342,"10000",7.333333,7.333333,1,7.333333,1725.000000,23
2020-03-18 00:00:00,7059973,11756,4,110810,"10000",6.533333,6.533333,1,6.533333,1725.000000,23
2020-03-18 00:00:00,7059976,11612,1,88510,"10000",49.733333,49.733333,1,49.733333,1247.000000,22
2020-03-18 00:00:00,7061651,11791,1,129683,"10000",236.000000,236.000000,1,236.000000,1920.000000,20
2020-03-18 00:00:00,7061651,11791,2,73128,"10000",120.800000,120.800000,1,120.800000,1920.000000,20
2020-03-18 00:00:00,7061651,11791,3,53473,"10000",71.866667,71.866667,1,71.866667,1920.000000,20
2020-03-18 00:00:00,7061651,11791,4,53051,"10000",85.733333,85.733333,1,85.733333,1920.000000,20
2020-03-18 00:00:00,7082090,11658,1,122012,"10000",14.800000,14.800000,1,14.800000,1408.000000,3
2020-03-18 00:00:00,7139536,11795,1,118039,"10000",42.400000,42.400000,1,42.400000,1852.000000,29
2020-03-18 00:00:00,7139536,11795,2,21016,"10000",110.533333,110.533333,1,110.533333,1852.000000,29
2020-02-16 00:00:00,6102106,11729,1,130457,"10000",4.666667,4.666667,1,4.666667,1608.000000,3
2020-02-16 00:00:00,6102106,11729,2,129970,"10000",10.000000,10.000000,1,10.000000,1608.000000,3
2020-02-16 00:00:00,6102106,11729,3,130551,"10000",7.866667,7.866667,1,7.866667,1608.000000,3
2020-02-16 00:00:00,6102106,11729,4,52934,"10000",3.866667,3.866667,1,3.866667,1608.000000,3
2020-02-16 00:00:00,6102106,11729,5,130357,"10000",10.000000,10.000000,1,10.000000,1608.000000,3
2020-02-16 00:00:00,6102106,11729,8,128997,"10000",25.333333,25.333333,1,25.333333,1608.000000,3
2020-02-16 00:00:00,6416461,11531,1,92433,"10000",7.733333,7.733333,1,7.733333,1002.000000,13
2020-02-16 00:00:00,6416461,11531,2,131621,"10000",14.533333,14.533333,1,14.533333,1002.000000,13
2020-02-16 00:00:00,6416461,11531,3,132586,"10000",10.533333,10.533333,1,10.533333,1002.000000,13
2020-02-16 00:00:00,6520678,11683,1,129232,"10000",65.466667,65.466667,1,65.466667,1519.000000,22
2020-02-16 00:00:00,6934933,11536,1,140023,"10000",67.333333,67.333333,1,67.333333,1016.000000,10
2020-02-16 00:00:00,6963071,11752,1,72891,"10000",71.466667,71.466667,1,71.466667,1716.000000,23
2020-02-16 00:00:00,6963071,11752,2,50290,"10000",60.800000,60.800000,1,60.800000,1716.000000,23
2020-02-16 00:00:00,6963072,11751,1,129400,"10000",90.133333,90.133333,1,90.133333,1713.000000,23
2020-02-16 00:00:00,6963072,11751,2,54402,"10000",69.733333,69.733333,1,69.733333,1713.000000,23
2020-02-16 00:00:00,6963072,11751,3,128604,"10000",71.333333,71.333333,1,71.333333,1713.000000,23
2020-01-17 00:00:00,2334496,11794,1,132280,"10000",56.533333,56.533333,1,56.533333,1850.000000,2
2020-01-17 00:00:00,2334496,11794,2,132152,"10000",67.200000,67.200000,1,67.200000,1850.000000,2
2020-01-17 00:00:00,2335946,11786,4,72979,"10000",10.533333,10.533333,1,10.533333,1817.000000,29
2020-01-17 00:00:00,2346429,11697,1,128587,"10000",61.066667,61.066667,1,61.066667,1507.000000,27
2020-01-17 00:00:00,2346429,11697,2,130500,"10000",60.000000,60.000000,1,60.000000,1507.000000,27
2020-01-17 00:00:00,2348089,11682,1,11336,"10000",20.533333,17.920000,1,20.533333,1452.000000,27
2020-01-17 00:00:00,2348089,11682,2,106901,"10000",84.000000,73.280000,1,84.000000,1452.000000,27
2020-01-17 00:00:00,2358644,11628,1,3029,"10000",69.066667,69.066667,1,69.066667,1341.000000,10
2020-01-17 00:00:00,2364002,11728,1,131715,"10000",43.333333,39.000000,1,43.333333,1630.000000,10
2020-01-17 00:00:00,2364002,11728,2,114669,"10000",11.000000,9.906667,1,11.000000,1630.000000,10
2020-01-17 00:00:00,2364002,11728,3,114666,"10000",11.733333,10.560000,1,11.733333,1630.000000,10
2020-01-17 00:00:00,2364002,11728,4,30200,"10000",63.866667,57.480000,1,63.866667,1630.000000,10
2020-01-17 00:00:00,2364002,11728,5,128686,"10000",4.133333,3.720000,1,4.133333,1630.000000,10
2020-01-17 00:00:00,2373202,11582,2,112109,"10000",25.466667,25.466667,1,25.466667,1146.000000,27
2020-01-17 00:00:00,2375449,11558,1,21009,"10000",116.000000,116.000000,1,116.000000,1056.000000,10
2020-01-17 00:00:00,2394996,11537,1,84890,"10000",14.133333,12.720000,1,14.133333,953.000000,27
2020-01-17 00:00:00,2394996,11537,2,129130,"10000",12.666667,11.400000,1,12.666667,953.000000,27
2020-01-17 00:00:00,2394996,11537,3,128694,"10000",5.333333,4.800000,1,5.333333,953.000000,27
2020-01-17 00:00:00,2414362,11692,2,107082,"10000",36.000000,32.120000,1,36.000000,1503.000000,27
2020-01-17 00:00:00,2414362,11692,3,71127,"10000",18.000000,16.066667,1,18.000000,1503.000000,27
2020-01-17 00:00:00,2453936,11770,1,66009,"10000",90.133333,84.520000,1,90.133333,1826.000000,29
2020-01-17 00:00:00,2453936,11770,2,66208,"10000",49.066667,46.013333,1,49.066667,1826.000000,29
2020-01-17 00:00:00,2453936,11770,3,66209,"10000",74.666667,70.000000,1,74.666667,1826.000000,29
2020-01-17 00:00:00,2475589,11616,1,131061,"10000",6.666667,6.666667,1,6.666667,1250.000000,3
2020-01-17 00:00:00,2475589,11616,2,89266,"10000",3.200000,3.200000,1,3.200000,1250.000000,3
2020-01-17 00:00:00,2475589,11616,3,65445,"10000",3.200000,3.200000,1,3.200000,1250.000000,3
2020-01-17 00:00:00,2529587,11675,1,118591,"10000",13.200000,12.333333,1,13.200000,1443.000000,27
2020-01-17 00:00:00,2529587,11675,2,76299,"10000",62.000000,57.906667,1,62.000000,1443.000000,27
2020-01-17 00:00:00,2529587,11675,5,23638,"10000",15.733333,14.693333,1,15.733333,1443.000000,27
2020-01-17 00:00:00,2556193,11689,1,114639,"10000",82.000000,82.000000,1,82.000000,1525.000000,22
2020-01-17 00:00:00,2557211,11645,1,118860,"10000",15.333333,15.333333,1,15.333333,1351.000000,27
2020-01-17 00:00:00,2557211,11645,2,104001,"10000",11.600000,11.600000,1,11.600000,1351.000000,27
2020-01-17 00:00:00,2557211,11645,5,131052,"10000",6.533333,6.533333,1,6.533333,1351.000000,27
2020-01-17 00:00:00,2557211,11645,6,132024,"10000",7.866667,7.866667,1,7.866667,1351.000000,27
2020-01-17 00:00:00,2580911,11688,1,140030,"10000",74.666667,74.666667,1,74.666667,1504.000000,27
2020-01-17 00:00:00,2589469,11723,1,140032,"10000",73.200000,59.866667,1,73.200000,1554.000000,27
2020-01-17 00:00:00,2596551,11662,2,132354,"10000",44.666667,38.666667,1,44.666667,1413.000000,27
2020-01-17 00:00:00,2629943,11619,1,25442,"10000",59.333333,59.333333,1,59.333333,1302.000000,3
2020-01-17 00:00:00,2668027,11674,3,109900,"10000",30.533333,30.533333,1,30.533333,1438.000000,27
2020-01-17 00:00:00,2691915,11586,1,50235,"10000",46.400000,41.760000,1,46.400000,1154.000000,27
2020-01-17 00:00:00,2696411,11727,1,122741,"10000",3.853333,2.080000,1,3.853333,1603.000000,27
2020-01-17 00:00:00,2696411,11727,2,121366,"10000",11.333333,6.120000,1,11.333333,1603.000000,27
2020-01-17 00:00:00,2696411,11727,3,125128,"10000",9.786667,5.293333,1,9.786667,1603.000000,27
2020-01-17 00:00:00,2696411,11727,4,121927,"10000",23.813333,-4.706667,1,23.813333,1603.000000,27
2020-01-17 00:00:00,2773844,11554,1,24133,"10000",105.066667,105.066667,1,105.066667,1034.000000,27
2020-01-17 00:00:00,2779677,11535,1,131286,"10000",132.000000,132.000000,1,132.000000,1014.000000,10
2020-01-17 00:00:00,2793006,11709,2,80289,"10000",20.000000,4.493333,1,20.000000,1612.000000,23
2020-01-17 00:00:00,2803066,11748,2,132154,"10000",31.066667,31.066667,1,31.066667,1645.000000,4
2020-01-17 00:00:00,2803066,11748,4,131724,"10000",17.466667,17.466667,1,17.466667,1645.000000,4
2020-01-17 00:00:00,2803066,11748,5,108882,"10000",17.466667,17.466667,1,17.466667,1645.000000,4
2020-01-17 00:00:00,2827727,11759,1,131500,"10000",24.000000,24.000000,1,24.000000,1732.000000,2
2020-01-17 00:00:00,2862760,11740,2,110807,"10000",6.533333,6.533333,1,6.533333,1656.000000,23
2020-01-17 00:00:00,2862760,11740,3,130488,"10000",13.200000,13.200000,1,13.200000,1656.000000,23
2020-01-17 00:00:00,2862760,11740,5,129963,"10000",6.533333,6.533333,1,6.533333,1656.000000,23
2020-01-17 00:00:00,2928699,11598,1,122777,"10000",11.866667,11.866667,1,11.866667,1247.000000,4
2020-01-17 00:00:00,2928699,11598,2,114059,"10000",39.680000,39.680000,1,39.680000,1247.000000,4
2020-01-17 00:00:00,2934569,11687,1,102782,"10000",29.200000,29.200000,1,29.200000,1524.000000,22
2020-01-17 00:00:00,2939815,11597,1,87793,"10000",34.666667,34.666667,1,34.666667,1220.000000,27
2020-01-17 00:00:00,2949653,11571,1,132148,"10000",11.333333,11.333333,1,11.333333,1118.000000,27
2020-01-17 00:00:00,2949653,11571,2,93615,"10000",10.933333,10.933333,1,10.933333,1118.000000,27
2020-01-17 00:00:00,2949653,11571,3,132143,"10000",11.333333,11.333333,1,11.333333,1118.000000,27
2020-01-17 00:00:00,2954387,11641,1,32149,"10000",43.333333,43.333333,1,43.333333,1343.000000,27
2020-01-17 00:00:00,3009388,11677,1,95049,"10000",126.133333,113.520000,1,126.133333,1452.000000,3
2020-01-17 00:00:00,3018715,11610,1,130270,"10000",42.666667,42.666667,1,42.666667,1307.000000,10
2020-01-17 00:00:00,3018715,11610,2,88388,"10000",25.866667,25.866667,1,25.866667,1307.000000,10
2020-01-17 00:00:00,3023403,11700,1,129502,"10000",86.800000,86.800000,1,86.800000,1513.000000,27
2020-01-17 00:00:00,3023403,11700,2,140018,"10000",46.666667,46.666667,1,46.666667,1513.000000,27
2020-01-17 00:00:00,3034610,11773,1,98730,"10000",15.600000,15.600000,1,15.600000,1832.000000,2
2020-01-17 00:00:00,3034610,11773,2,98728,"10000",15.600000,15.600000,1,15.600000,1832.000000,2
2020-01-17 00:00:00,3076962,11755,2,73211,"10000",16.000000,0.000000,1,16.000000,1722.000000,23
2020-01-17 00:00:00,3076962,11755,3,107067,"10000",11.866667,0.000000,1,11.866667,1722.000000,23
2020-01-17 00:00:00,3076962,11755,4,131556,"10000",7.866667,0.000000,1,7.866667,1722.000000,23
2020-01-17 00:00:00,3106276,11737,1,90302,"10000",98.533333,91.000000,1,98.533333,1622.000000,27
2020-01-17 00:00:00,3106276,11737,2,140012,"10000",75.866667,70.066667,1,75.866667,1622.000000,27
2020-01-17 00:00:00,3119824,11788,1,140080,"10000",72.666667,72.666667,1,72.666667,1819.000000,29
2020-01-17 00:00:00,3119824,11788,2,116980,"10000",16.533333,16.533333,1,16.533333,1819.000000,29
2020-01-17 00:00:00,3119824,11788,3,128710,"10000",26.666667,26.666667,1,26.666667,1819.000000,29
2020-01-17 00:00:00,3230593,11720,3,132160,"10000",90.933333,90.933333,1,90.933333,1553.000000,23
2020-01-17 00:00:00,3230593,11720,4,21173,"10000",57.866667,57.866667,1,57.866667,1553.000000,23
2020-01-17 00:00:00,3230613,11719,1,140027,"10000",70.533333,63.480000,1,70.533333,1547.000000,27
2020-01-17 00:00:00,3238875,11589,1,118868,"10000",6.533333,6.533333,1,6.533333,1201.000000,27
2020-01-17 00:00:00,3238875,11589,2,129127,"10000",6.533333,6.533333,1,6.533333,1201.000000,27
2020-01-17 00:00:00,3238875,11589,3,113023,"10000",7.200000,7.200000,1,7.200000,1201.000000,27
2020-01-17 00:00:00,3238875,11589,9,140101,"10000",59.333333,59.333333,1,59.333333,1201.000000,27
2020-01-17 00:00:00,3245249,11693,1,140057,"10000",60.000000,60.000000,1,60.000000,1504.000000,27
2020-01-17 00:00:00,3245249,11695,1,132166,"10000",86.666667,79.413333,1,86.666667,1506.000000,27
2020-01-17 00:00:00,3301903,11561,1,118010,"10000",12.533333,11.280000,1,12.533333,1059.000000,3
2020-01-17 00:00:00,3415476,11543,1,76398,"10000",33.200000,33.200000,1,33.200000,1042.000000,3
2020-01-17 00:00:00,3415485,11764,1,90415,"10000",37.066667,33.360000,1,37.066667,1754.000000,2
2020-01-17 00:00:00,3447541,11559,1,79404,"10000",24.933333,24.933333,1,24.933333,1102.000000,27
2020-01-17 00:00:00,3447541,11559,2,79209,"10000",56.266667,56.266667,1,56.266667,1102.000000,27
2020-01-17 00:00:00,3447541,11559,3,129960,"10000",74.666667,74.666667,1,74.666667,1102.000000,27
2020-01-17 00:00:00,3464249,11563,1,140091,"10000",62.000000,48.666667,1,62.000000,1102.000000,3
2020-01-17 00:00:00,3490792,11629,1,72353,"10000",6.533333,6.533333,1,6.533333,1317.000000,3
2020-01-17 00:00:00,3490792,11629,2,72358,"10000",7.866667,7.866667,1,7.866667,1317.000000,3
2020-01-17 00:00:00,3490792,11629,3,109745,"10000",21.333333,21.333333,1,21.333333,1317.000000,3
2020-01-17 00:00:00,3493145,11668,1,19262,"10000",76.666667,76.666667,1,76.666667,1423.000000,27
2020-01-17 00:00:00,3590587,11564,1,140072,"10000",66.666667,66.666667,1,66.666667,1106.000000,3
2020-01-17 00:00:00,3655273,11588,1,118266,"10000",10.000000,10.000000,1,10.000000,1158.000000,27
2020-01-17 00:00:00,3655273,11588,2,101036,"10000",40.000000,40.000000,1,40.000000,1158.000000,27
2020-01-17 00:00:00,3691658,11793,3,131623,"10000",14.533333,13.826667,1,14.533333,1846.000000,2
2020-01-17 00:00:00,3691658,11793,4,113974,"10000",91.200000,86.786667,1,91.200000,1846.000000,2
2020-01-17 00:00:00,3737201,11676,1,8206,"10000",63.333333,57.000000,1,63.333333,1447.000000,27
2020-01-17 00:00:00,3738421,11596,1,105002,"10000",9.466667,9.466667,1,9.466667,1224.000000,2
